Producto,Calibre,Valor,Unidad de medida,Definición,Mes,Año,Empresa
Carne,50-100 UNI/KG,90,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Carne,100-200 UNI/KG,137110,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Carne,200-300 UNI/KG,354880,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Carne,300-500 UNI/KG,76150,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Carne,500-1000 UNI/KG,13320,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Carne,INDUSTRIAL,42920,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Media Concha,40-60 UNI/KG,2484,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Media Concha,60-80 UNI/KG,29727,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Media Concha,80-100 UNI/KG,1503,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Media Concha,100 UP UNI/KG,27,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Entero,NATURAL ,269445,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Entero,CON SALSA ,43128,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Entero,NATURAL 500 g,,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Entero,CON SALSA 500 g,,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.276,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,1,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0.251,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,1,2020,St Andrews
Carne,50-100 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Carne,100-200 UNI/KG,307720,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Carne,200-300 UNI/KG,360000,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Carne,300-500 UNI/KG,52200,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Carne,500-1000 UNI/KG,5970,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Carne,INDUSTRIAL,33040,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Media Concha,40-60 UNI/KG,2835,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Media Concha,60-80 UNI/KG,45360,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Media Concha,80-100 UNI/KG,3852,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Entero,NATURAL 1 kg,102540,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Entero,CON SALSA 1 kg,,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Entero,NATURAL 500 g,181235,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Entero,CON SALSA 500 g,24580,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.312,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0.26,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2020,St Andrews
Carne,50-100 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Carne,100-200 UNI/KG,315590,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Carne,200-300 UNI/KG,561650,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Carne,300-500 UNI/KG,97190,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Carne,500-1000 UNI/KG,17650,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Carne,INDUSTRIAL,46960,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Media Concha,40-60 UNI/KG,477,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Media Concha,60-80 UNI/KG,37080,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Media Concha,80-100 UNI/KG,7506,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Media Concha,100 UP UNI/KG,27,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Entero,NATURAL ,169895,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Entero,CON SALSA ,20345,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Entero,NATURAL 500 g,,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Entero,CON SALSA 500 g,,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.263,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0.236,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2020,St Andrews
Carne,50-100 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Carne,100-200 UNI/KG,375090,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Carne,200-300 UNI/KG,474854,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Carne,300-500 UNI/KG,52632,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Carne,500-1000 UNI/KG,8070,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Carne,INDUSTRIAL,47210,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Media Concha,40-60 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Media Concha,60-80 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Media Concha,80-100 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Entero,NATURAL ,78341,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Entero,CON SALSA ,27045,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Entero,NATURAL 500 g,,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Entero,CON SALSA 500 g,,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.277,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2020,St Andrews
Rendimiento Olla mmpp Terceros,,,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2020,St Andrews
Carne,50-100 UNI/KG,110,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Carne,100-200 UNI/KG,328648,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Carne,200-300 UNI/KG,705422,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Carne,300-500 UNI/KG,125297,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Carne,500-1000 UNI/KG,30090,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Carne,INDUSTRIAL,56120,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Media Concha,40-60 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Media Concha,60-80 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Media Concha,80-100 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Entero,NATURAL ,149510,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Entero,CON SALSA ,31089,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Entero,NATURAL 500 g,,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Entero,CON SALSA 500 g,,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.254,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,5,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0.244,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,5,2020,St Andrews
Carne,50-100 UNI/KG,1440,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Carne,100-200 UNI/KG,213230,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Carne,200-300 UNI/KG,788807,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Carne,300-500 UNI/KG,192680,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Carne,500-1000 UNI/KG,48860,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Carne,INDUSTRIAL,47430,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Media Concha,40-60 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Media Concha,60-80 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Media Concha,80-100 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Entero,NATURAL ,243614,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Entero,CON SALSA ,29261,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Entero,NATURAL 500 g,,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Entero,CON SALSA 500 g,,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.228,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,6,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0.185,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,6,2020,St Andrews
Carne,50-100 UNI/KG,990,Kilos,Kg netos del producto empacados en el mes*,7,2020,St Andrews
Carne,100-200 UNI/KG,192810,Kilos,Kg netos del producto empacados en el mes*,7,2020,St Andrews
Carne,200-300 UNI/KG,662505,Kilos,Kg netos del producto empacados en el mes*,7,2020,St Andrews
Carne,300-500 UNI/KG,239110,Kilos,Kg netos del producto empacados en el mes*,7,2020,St Andrews
Carne,500-1000 UNI/KG,75960,Kilos,Kg netos del producto empacados en el mes*,7,2020,St Andrews
Carne,INDUSTRIAL,43580,Kilos,Kg netos del producto empacados en el mes*,7,2020,St Andrews
Media Concha,40-60 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,7,2020,St Andrews
Media Concha,60-80 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,7,2020,St Andrews
Media Concha,80-100 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,7,2020,St Andrews
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,7,2020,St Andrews
Entero,NATURAL,255430,Kilos,Kg netos del producto empacados en el mes*,7,2020,St Andrews
Entero,CON SALSA,77720.96,Kilos,Kg netos del producto empacados en el mes*,7,2020,St Andrews
Entero,NATURAL,,Kilos,Kg netos del producto empacados en el mes*,7,2020,St Andrews
Entero,CON SALSA,,Kilos,Kg netos del producto empacados en el mes*,7,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.215,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,7,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0.176,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,7,2020,St Andrews
Carne,50-100 UNI/KG,330,Kilos,Kg netos del producto empacados en el mes*,8,2020,St Andrews
Carne,100-200 UNI/KG,50316,Kilos,Kg netos del producto empacados en el mes*,8,2020,St Andrews
Carne,200-300 UNI/KG,301564,Kilos,Kg netos del producto empacados en el mes*,8,2020,St Andrews
Carne,300-500 UNI/KG,118457,Kilos,Kg netos del producto empacados en el mes*,8,2020,St Andrews
Carne,500-1000 UNI/KG,50040,Kilos,Kg netos del producto empacados en el mes*,8,2020,St Andrews
Carne,INDUSTRIAL,23130,Kilos,Kg netos del producto empacados en el mes*,8,2020,St Andrews
Media Concha,40-60 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,8,2020,St Andrews
Media Concha,60-80 UNI/KG,864,Kilos,Kg netos del producto empacados en el mes*,8,2020,St Andrews
Media Concha,80-100 UNI/KG,8568,Kilos,Kg netos del producto empacados en el mes*,8,2020,St Andrews
Media Concha,100 UP UNI/KG,540,Kilos,Kg netos del producto empacados en el mes*,8,2020,St Andrews
Entero,NATURAL,283080.35,Kilos,Kg netos del producto empacados en el mes*,8,2020,St Andrews
Entero,CON SALSA,62903,Kilos,Kg netos del producto empacados en el mes*,8,2020,St Andrews
Entero,NATURAL,,Kilos,Kg netos del producto empacados en el mes*,8,2020,St Andrews
Entero,CON SALSA,,Kilos,Kg netos del producto empacados en el mes*,8,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.215,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,8,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0.165,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,8,2020,St Andrews
Carne,50-100 UNI/KG,50,Kilos,Kg netos del producto empacados en el mes*,9,2020,St Andrews
Carne,100-200 UNI/KG,1330,Kilos,Kg netos del producto empacados en el mes*,9,2020,St Andrews
Carne,200-300 UNI/KG,1190,Kilos,Kg netos del producto empacados en el mes*,9,2020,St Andrews
Carne,300-500 UNI/KG,31820,Kilos,Kg netos del producto empacados en el mes*,9,2020,St Andrews
Carne,500-1000 UNI/KG,27450,Kilos,Kg netos del producto empacados en el mes*,9,2020,St Andrews
Carne,INDUSTRIAL,3110,Kilos,Kg netos del producto empacados en el mes*,9,2020,St Andrews
Media Concha,40-60 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,9,2020,St Andrews
Media Concha,60-80 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,9,2020,St Andrews
Media Concha,80-100 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,9,2020,St Andrews
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,9,2020,St Andrews
Entero,NATURAL,69798.9,Kilos,Kg netos del producto empacados en el mes*,9,2020,St Andrews
Entero,CON SALSA,51022.8,Kilos,Kg netos del producto empacados en el mes*,9,2020,St Andrews
Entero,NATURAL,,Kilos,Kg netos del producto empacados en el mes*,9,2020,St Andrews
Entero,CON SALSA,,Kilos,Kg netos del producto empacados en el mes*,9,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.188,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,9,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0.152,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,9,2020,St Andrews
Carne,50-100 UNI/KG,270,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Carne,100-200 UNI/KG,100290,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Carne,200-300 UNI/KG,303700,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Carne,300-500 UNI/KG,133210,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Carne,500-1000 UNI/KG,29770,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Carne,INDUSTRIAL,31660,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Media Concha,40-60 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Media Concha,60-80 UNI/KG,864,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Media Concha,80-100 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Entero,NATURAL,207269.37,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Entero,CON SALSA,83067.03,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Entero,NATURAL,,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Entero,CON SALSA,,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.185,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,11,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0.215,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,11,2020,St Andrews
Carne,50-100 UNI/KG,820,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Carne,100-200 UNI/KG,166130,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Carne,200-300 UNI/KG,441530,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Carne,300-500 UNI/KG,81230,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Carne,500-1000 UNI/KG,23220,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Carne,INDUSTRIAL,39150,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Media Concha,40-60 UNI/KG,2358,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Media Concha,60-80 UNI/KG,26991,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Media Concha,80-100 UNI/KG,1080,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Entero,NATURAL,249339.5,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Entero,CON SALSA,53937.32,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Entero,NATURAL,,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Entero,CON SALSA,,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.216,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,12,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0.216,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,12,2020,St Andrews
Carne,50-100 UNI/KG,1340,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Carne,100-200 UNI/KG,143070,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Carne,200-300 UNI/KG,266380,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Carne,300-500 UNI/KG,161880,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Carne,500-1000 UNI/KG,15510,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Carne,INDUSTRIAL,36750,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Media Concha,40-60 UNI/KG,4527,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Media Concha,60-80 UNI/KG,89666,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Media Concha,80-100 UNI/KG,15948,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Entero,NATURAL,340834.6,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Entero,CON SALSA,6969.4,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Entero,NATURAL,,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Entero,CON SALSA 500 g,,Kilos,Kg netos del producto empacados en el mes*,1,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.268,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,1,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0.231,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,1,2020,St Andrews
Carne,50-100 UNI/KG,3440,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Carne,100-200 UNI/KG,257340,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Carne,200-300 UNI/KG,129180,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Carne,300-500 UNI/KG,128310,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Carne,500-1000 UNI/KG,5060,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Carne,INDUSTRIAL,53840,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Media Concha,40-60 UNI/KG,2439,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Media Concha,60-80 UNI/KG,79238,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Media Concha,80-100 UNI/KG,12744,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Media Concha,100 UP UNI/KG,9,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Entero,NATURAL 1 kg,256024,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Entero,CON SALSA 1 kg,,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Entero,NATURAL 500 g,74898,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Entero,CON SALSA 500 g,15460,Kilos,Kg netos del producto empacados en el mes*,2,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.304,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0.229,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2020,St Andrews
Carne,50-100 UNI/KG,1720,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Carne,100-200 UNI/KG,256580,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Carne,200-300 UNI/KG,155004,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Carne,300-500 UNI/KG,191300,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Carne,500-1000 UNI/KG,11770,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Carne,INDUSTRIAL,40670,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Media Concha,40-60 UNI/KG,4275,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Media Concha,60-80 UNI/KG,58301,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Media Concha,80-100 UNI/KG,16731,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Entero,NATURAL,281702,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Entero,CON SALSA,,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Entero,NATURAL,,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Entero,CON SALSA 500 g,,Kilos,Kg netos del producto empacados en el mes*,3,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.25,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0.306,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2020,St Andrews
Carne,50-100 UNI/KG,2160,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Carne,100-200 UNI/KG,238190,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Carne,200-300 UNI/KG,110000,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Carne,300-500 UNI/KG,84730,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Carne,500-1000 UNI/KG,6100,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Carne,INDUSTRIAL,25370,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Media Concha,40-60 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Media Concha,60-80 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Media Concha,80-100 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Entero,NATURAL,178522,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Entero,CON SALSA,1534,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Entero,NATURAL,,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Entero,CON SALSA 500 g,,Kilos,Kg netos del producto empacados en el mes*,4,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.257,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2020,St Andrews
Carne,50-100 UNI/KG,1500,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Carne,100-200 UNI/KG,135490,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Carne,200-300 UNI/KG,260344,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Carne,300-500 UNI/KG,210720,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Carne,500-1000 UNI/KG,23790,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Carne,INDUSTRIAL,35410,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Media Concha,40-60 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Media Concha,60-80 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Media Concha,80-100 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Entero,NATURAL,256433.9,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Entero,CON SALSA,27435.1,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Entero,NATURAL,,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Entero,CON SALSA 500 g,,Kilos,Kg netos del producto empacados en el mes*,5,2020,St Andrews
Rendimiento Olla mmpp Propia,,0.234,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,5,2020,St Andrews
Rendimiento Olla mmpp Terceros,,0.226,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,5,2020,St Andrews
Carne,50-100 UNI/KG,2070,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Carne,100-200 UNI/KG,104810,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Carne,200-300 UNI/KG,359274,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Carne,300-500 UNI/KG,211302,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Carne,500-1000 UNI/KG,24930,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Carne,INDUSTRIAL,38140,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Media Concha,40-60 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Media Concha,60-80 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Media Concha,80-100 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
Entero,NATURAL,316188,Kilos,Kg netos del producto empacados en el mes*,6,2020,St Andrews
